query_id,query,ranking,labels,user_preferences,bootstrap_samples
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,Recommend a film from a foreign language,"[431, 45, 50, 594, 780]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,Recommend a film from a foreign language,"[431, 780, 50, 594, 45]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,Find me an indie film,"[817, 174, 267, 959, 724]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,Find me an indie film,"[174, 267, 817, 959, 724]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,Find me an indie film,"[267, 724, 959, 817, 174]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,Can I see a biographical film?,"[411, 67, 916, 548, 837]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,Can I see a biographical film?,"[411, 548, 837, 67, 916]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,Can I see a biographical film?,"[837, 916, 67, 548, 411]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,I’d like a good musical,"[697, 429, 565, 617, 514]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,I’d like a good musical,"[565, 429, 697, 617, 514]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,I’d like a good musical,"[617, 565, 697, 514, 429]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,Find me a fantasy adventure,"[618, 178, 920, 564, 796]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,Find me a fantasy adventure,"[564, 178, 920, 618, 796]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,Find me a fantasy adventure,"[920, 178, 564, 796, 618]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,Show me cartoons for adults,"[146, 394, 381, 935, 958]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,Show me cartoons for adults,"[394, 935, 381, 146, 958]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,Show me cartoons for adults,"[394, 935, 146, 958, 381]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,Could I watch an historical drama?,"[176, 858, 832, 812, 381]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,Could I watch an historical drama?,"[176, 858, 812, 832, 381]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,Could I watch an historical drama?,"[381, 858, 832, 176, 812]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,What’s a fun road trip movie?,"[798, 961, 621, 958, 775]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,What’s a fun road trip movie?,"[961, 798, 958, 775, 621]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,What’s a fun road trip movie?,"[621, 798, 958, 775, 961]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,Find a seasonal holiday film,"[558, 531, 769, 528, 446]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,Find a seasonal holiday film,"[446, 558, 769, 531, 528]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,Find a seasonal holiday film,"[531, 558, 769, 446, 528]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,Can you find a psychological thriller?,"[248, 49, 556, 119, 712]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,Can you find a psychological thriller?,"[556, 119, 712, 49, 248]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,Can you find a psychological thriller?,"[556, 248, 712, 49, 119]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,I need something with a strong villain,"[2, 152, 39, 412, 423]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,I need something with a strong villain,"[423, 412, 2, 39, 152]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,I need something with a strong villain,"[423, 152, 2, 39, 412]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,Search for cult classics,"[553, 80, 543, 552, 470]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,Search for cult classics,"[80, 552, 553, 543, 470]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,Search for cult classics,"[80, 470, 553, 543, 552]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
55756c1d0f5298d4b9c30d8b419e121632068675cefbc78ae79e19a6ccdcc6b3,Find a movie with Chris Pratt,"[887, 339, 744, 598, 8]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
55756c1d0f5298d4b9c30d8b419e121632068675cefbc78ae79e19a6ccdcc6b3,Find a movie with Chris Pratt,"[339, 887, 744, 598, 8]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
55756c1d0f5298d4b9c30d8b419e121632068675cefbc78ae79e19a6ccdcc6b3,Find a movie with Chris Pratt,"[887, 744, 598, 339, 8]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
9797db02154ec0babcb7968e5307d28ab2006b2b9fe7239d42564f9123b42e00,Show me an animated film,"[875, 976, 394, 756, 377]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
9797db02154ec0babcb7968e5307d28ab2006b2b9fe7239d42564f9123b42e00,Show me an animated film,"[394, 976, 756, 875, 377]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
b96e6ecf78abfdd25a10c976cb4b5790352ede72b61ceeb485d8acefd9941650,Something set in space,"[21, 745, 114, 486, 686]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
b96e6ecf78abfdd25a10c976cb4b5790352ede72b61ceeb485d8acefd9941650,Something set in space,"[114, 686, 21, 486, 745]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
b96e6ecf78abfdd25a10c976cb4b5790352ede72b61ceeb485d8acefd9941650,Something set in space,"[745, 486, 21, 114, 686]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
93ef25b6f9688dd4dda309d3c658a9108a37f83d5189d5b9e9a109c62d3c35d7,Looking for horror movies,"[932, 419, 425, 700, 959]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
93ef25b6f9688dd4dda309d3c658a9108a37f83d5189d5b9e9a109c62d3c35d7,Looking for horror movies,"[700, 425, 419, 932, 959]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
93ef25b6f9688dd4dda309d3c658a9108a37f83d5189d5b9e9a109c62d3c35d7,Looking for horror movies,"[932, 700, 959, 419, 425]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
eb45aa749930c7927cd1fe8493b694b5a3e5a4e9181b83261526bf61c73c94ae,A thriller with a twist,"[714, 712, 999, 119, 450]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
eb45aa749930c7927cd1fe8493b694b5a3e5a4e9181b83261526bf61c73c94ae,A thriller with a twist,"[119, 712, 450, 714, 999]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
eb45aa749930c7927cd1fe8493b694b5a3e5a4e9181b83261526bf61c73c94ae,A thriller with a twist,"[999, 450, 714, 712, 119]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
8bcc2604132f33a6f68f22cd367510cd3cd314182dbf9bdcc22b0c85b36bed66,Can you find a movie underwater?,"[242, 415, 877, 566, 876]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
8bcc2604132f33a6f68f22cd367510cd3cd314182dbf9bdcc22b0c85b36bed66,Can you find a movie underwater?,"[566, 876, 415, 242, 877]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
8bcc2604132f33a6f68f22cd367510cd3cd314182dbf9bdcc22b0c85b36bed66,Can you find a movie underwater?,"[876, 242, 566, 415, 877]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
927f2cdb9a4dac73f9a6dba8dbda9ae4c70210742900689499701d41260fca97,Give me a classic adventure film,"[564, 179, 821, 543, 377]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
927f2cdb9a4dac73f9a6dba8dbda9ae4c70210742900689499701d41260fca97,Give me a classic adventure film,"[564, 179, 543, 821, 377]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
927f2cdb9a4dac73f9a6dba8dbda9ae4c70210742900689499701d41260fca97,Give me a classic adventure film,"[564, 821, 543, 377, 179]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
c86c1fcbbe1797fa1e568a974f1e720660f2b83289bec93a124b88c2812c5ce7,Suggestions for family-friendly movies,"[715, 377, 580, 878, 958]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
c86c1fcbbe1797fa1e568a974f1e720660f2b83289bec93a124b88c2812c5ce7,Suggestions for family-friendly movies,"[715, 377, 878, 580, 958]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
c86c1fcbbe1797fa1e568a974f1e720660f2b83289bec93a124b88c2812c5ce7,Suggestions for family-friendly movies,"[715, 878, 377, 580, 958]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
72ecf6018e082d4d8e67d7e780b4c5d4e301a165c34174bbfc66998a3f318cfd,A sci-fi release with strong visuals,"[623, 807, 476, 764, 951]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
72ecf6018e082d4d8e67d7e780b4c5d4e301a165c34174bbfc66998a3f318cfd,A sci-fi release with strong visuals,"[807, 476, 951, 764, 623]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
72ecf6018e082d4d8e67d7e780b4c5d4e301a165c34174bbfc66998a3f318cfd,A sci-fi release with strong visuals,"[764, 476, 807, 951, 623]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
edab9afc737cecede8f2600881245c5532cb33ab4622e5cb3e81a43118701275,A musical to lighten the mood,"[565, 429, 617, 249, 810]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
edab9afc737cecede8f2600881245c5532cb33ab4622e5cb3e81a43118701275,A musical to lighten the mood,"[565, 429, 810, 617, 249]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
edab9afc737cecede8f2600881245c5532cb33ab4622e5cb3e81a43118701275,A musical to lighten the mood,"[617, 565, 810, 249, 429]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
95a501d2323423d8106a02f6b324f95eb87ee9f27fc2b48e62c31fb26abffdbe,Find a cult classic,"[78, 543, 514, 168, 552]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
95a501d2323423d8106a02f6b324f95eb87ee9f27fc2b48e62c31fb26abffdbe,Find a cult classic,"[552, 543, 78, 168, 514]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
95a501d2323423d8106a02f6b324f95eb87ee9f27fc2b48e62c31fb26abffdbe,Find a cult classic,"[78, 514, 168, 543, 552]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
c382870483139bcb1a29b04f6b4fb5995297d1daf65fac94a79a5bc8c7040a2e,Any movie about friendship,"[975, 760, 533, 637, 483]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
c382870483139bcb1a29b04f6b4fb5995297d1daf65fac94a79a5bc8c7040a2e,Any movie about friendship,"[533, 975, 760, 483, 637]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
c382870483139bcb1a29b04f6b4fb5995297d1daf65fac94a79a5bc8c7040a2e,Any movie about friendship,"[975, 760, 533, 637, 483]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
c5cc2d3b58a60eb2614e0bcc85f1d9943847dae5a8cf2b65511afc8f35c5f463,I’d like something set in a small town,"[937, 267, 965, 555, 448]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
c5cc2d3b58a60eb2614e0bcc85f1d9943847dae5a8cf2b65511afc8f35c5f463,I’d like something set in a small town,"[555, 448, 267, 965, 937]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
c5cc2d3b58a60eb2614e0bcc85f1d9943847dae5a8cf2b65511afc8f35c5f463,I’d like something set in a small town,"[555, 937, 267, 448, 965]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
2abeaf6036bb40f03bee7224241c8ec61f42ab3642399212b22f5f61425c6eaf,Looking for a mystery film,"[878, 119, 932, 712, 934]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
2abeaf6036bb40f03bee7224241c8ec61f42ab3642399212b22f5f61425c6eaf,Looking for a mystery film,"[119, 712, 878, 934, 932]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
2abeaf6036bb40f03bee7224241c8ec61f42ab3642399212b22f5f61425c6eaf,Looking for a mystery film,"[878, 932, 934, 712, 119]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
8534a69bc89e3df2019c5b05761f246311118602e11c4e28fb7c1bd7821762cc,What's a good action movie?,"[2, 963, 979, 840, 865]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
8534a69bc89e3df2019c5b05761f246311118602e11c4e28fb7c1bd7821762cc,What's a good action movie?,"[865, 979, 840, 963, 2]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
8534a69bc89e3df2019c5b05761f246311118602e11c4e28fb7c1bd7821762cc,What's a good action movie?,"[840, 979, 865, 963, 2]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
8296cf41b502ccd23c9fbf0edeee65a7bfdf1609d1b41b126e0949dfdbf4485a,I feel like seeing something inspirational,"[32, 205, 159, 623, 8]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
8296cf41b502ccd23c9fbf0edeee65a7bfdf1609d1b41b126e0949dfdbf4485a,I feel like seeing something inspirational,"[32, 159, 205, 623, 8]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
8296cf41b502ccd23c9fbf0edeee65a7bfdf1609d1b41b126e0949dfdbf4485a,I feel like seeing something inspirational,"[205, 32, 159, 8, 623]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
355933c94deca060e26d03269c3b803c7f81ee2c75449d9d12ba2a62ed704948,How about a film set in the jungle?,"[992, 625, 566, 328, 411]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
355933c94deca060e26d03269c3b803c7f81ee2c75449d9d12ba2a62ed704948,How about a film set in the jungle?,"[992, 566, 625, 411, 328]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
355933c94deca060e26d03269c3b803c7f81ee2c75449d9d12ba2a62ed704948,How about a film set in the jungle?,"[992, 566, 328, 625, 411]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
b62e41a925b84d9695ae9545d5616ab27479bc3158b3bd92d3fe735611f012d6,Show me anything with Meg Ryan,"[975, 533, 514, 190, 383]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
b62e41a925b84d9695ae9545d5616ab27479bc3158b3bd92d3fe735611f012d6,Show me anything with Meg Ryan,"[975, 533, 190, 514, 383]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
b62e41a925b84d9695ae9545d5616ab27479bc3158b3bd92d3fe735611f012d6,Show me anything with Meg Ryan,"[975, 533, 514, 190, 383]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
1c741f5cfca3670db28af54e9367886eb49b28db30581c7d03928f6e7be4f568,Can you suggest a feel-good film?,"[786, 360, 801, 159, 248]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
1c741f5cfca3670db28af54e9367886eb49b28db30581c7d03928f6e7be4f568,Can you suggest a feel-good film?,"[786, 801, 360, 159, 248]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
1c741f5cfca3670db28af54e9367886eb49b28db30581c7d03928f6e7be4f568,Can you suggest a feel-good film?,"[248, 360, 786, 801, 159]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
f434553b9f0ad6539c40dec2edc37ae0bce5cfa8b0efbad8dec15a0db6e5cf4c,Give me a story about survival,"[998, 943, 535, 497, 716]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
f434553b9f0ad6539c40dec2edc37ae0bce5cfa8b0efbad8dec15a0db6e5cf4c,Give me a story about survival,"[998, 535, 716, 497, 943]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
f434553b9f0ad6539c40dec2edc37ae0bce5cfa8b0efbad8dec15a0db6e5cf4c,Give me a story about survival,"[998, 716, 943, 497, 535]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
7e9ff95c98beed88763397532f1bc2cd6f230c4d87dcbcce73f902631d74e16d,I want a film with a strong female lead,"[196, 355, 547, 341, 559]","['REL', 'REL', 'REL', 'REL', 'REL']",no preferences,3
7e9ff95c98beed88763397532f1bc2cd6f230c4d87dcbcce73f902631d74e16d,I want a film with a strong female lead,"[559, 547, 355, 196, 341]","['REL', 'REL', 'REL', 'REL', 'REL']",vintage movies,3
7e9ff95c98beed88763397532f1bc2cd6f230c4d87dcbcce73f902631d74e16d,I want a film with a strong female lead,"[355, 196, 559, 547, 341]","['REL', 'REL', 'REL', 'REL', 'REL']",short movies,3
