query_id,item,user_preferences,avg,sum,count,list_values
b031aceba4c15f6af433beb07a6e88c41a106317d6c9ac38dc594c1742dde6c0,167,no preferences,2,6,3,"[2, 2, 2]"
b031aceba4c15f6af433beb07a6e88c41a106317d6c9ac38dc594c1742dde6c0,75,no preferences,5,15,3,"[5, 5, 5]"
f9e3b0992bd3a4314266322d0d16f33c5bcea6c88607f37dd58ddbd30fe399e0,202,no preferences,4.333333333,13,3,"[4, 4, 5]"
b031aceba4c15f6af433beb07a6e88c41a106317d6c9ac38dc594c1742dde6c0,832,no preferences,2,6,3,"[2, 2, 2]"
f9e3b0992bd3a4314266322d0d16f33c5bcea6c88607f37dd58ddbd30fe399e0,906,no preferences,2,6,3,"[2, 2, 2]"
f9e3b0992bd3a4314266322d0d16f33c5bcea6c88607f37dd58ddbd30fe399e0,113,no preferences,4,12,3,"[4, 4, 4]"
b031aceba4c15f6af433beb07a6e88c41a106317d6c9ac38dc594c1742dde6c0,114,no preferences,5,15,3,"[5, 5, 5]"
f9e3b0992bd3a4314266322d0d16f33c5bcea6c88607f37dd58ddbd30fe399e0,126,no preferences,4,12,3,"[4, 4, 4]"
f9e3b0992bd3a4314266322d0d16f33c5bcea6c88607f37dd58ddbd30fe399e0,488,no preferences,4.666666667,14,3,"[4, 5, 5]"
b031aceba4c15f6af433beb07a6e88c41a106317d6c9ac38dc594c1742dde6c0,745,no preferences,4.333333333,13,3,"[5, 4, 4]"
b031aceba4c15f6af433beb07a6e88c41a106317d6c9ac38dc594c1742dde6c0,21,no preferences,3.666666667,11,3,"[5, 3, 3]"
f9e3b0992bd3a4314266322d0d16f33c5bcea6c88607f37dd58ddbd30fe399e0,959,no preferences,4.666666667,14,3,"[4, 5, 5]"
f9e3b0992bd3a4314266322d0d16f33c5bcea6c88607f37dd58ddbd30fe399e0,508,no preferences,3.666666667,11,3,"[3, 3, 5]"
b031aceba4c15f6af433beb07a6e88c41a106317d6c9ac38dc594c1742dde6c0,270,no preferences,3.333333333,10,3,"[3, 3, 4]"
f9e3b0992bd3a4314266322d0d16f33c5bcea6c88607f37dd58ddbd30fe399e0,384,no preferences,2.333333333,7,3,"[2, 2, 3]"
dcc81e7bc16bd38f1fb3d909067c0c34fd6831bae4b46b448bc3531f554f92b6,999,no preferences,4,12,3,"[4, 4, 4]"
8d9dd2ff617808fdf5326626d2510790e3b4046c50857fb17090ddf38d3698ff,588,no preferences,2.333333333,7,3,"[2, 2, 3]"
8d9dd2ff617808fdf5326626d2510790e3b4046c50857fb17090ddf38d3698ff,760,no preferences,4.333333333,13,3,"[4, 4, 5]"
dcc81e7bc16bd38f1fb3d909067c0c34fd6831bae4b46b448bc3531f554f92b6,559,no preferences,4.333333333,13,3,"[4, 5, 4]"
8d9dd2ff617808fdf5326626d2510790e3b4046c50857fb17090ddf38d3698ff,870,no preferences,5,15,3,"[5, 5, 5]"
dcc81e7bc16bd38f1fb3d909067c0c34fd6831bae4b46b448bc3531f554f92b6,119,no preferences,5,15,3,"[5, 5, 5]"
dcc81e7bc16bd38f1fb3d909067c0c34fd6831bae4b46b448bc3531f554f92b6,36,no preferences,5,15,3,"[5, 5, 5]"
8d9dd2ff617808fdf5326626d2510790e3b4046c50857fb17090ddf38d3698ff,547,no preferences,4.666666667,14,3,"[5, 5, 4]"
dcc81e7bc16bd38f1fb3d909067c0c34fd6831bae4b46b448bc3531f554f92b6,581,no preferences,4.666666667,14,3,"[4, 5, 5]"
dcc81e7bc16bd38f1fb3d909067c0c34fd6831bae4b46b448bc3531f554f92b6,1,no preferences,3,9,3,"[3, 3, 3]"
8d9dd2ff617808fdf5326626d2510790e3b4046c50857fb17090ddf38d3698ff,631,no preferences,2.666666667,8,3,"[3, 2, 3]"
dcc81e7bc16bd38f1fb3d909067c0c34fd6831bae4b46b448bc3531f554f92b6,318,no preferences,3.333333333,10,3,"[3, 3, 4]"
8d9dd2ff617808fdf5326626d2510790e3b4046c50857fb17090ddf38d3698ff,128,no preferences,4.333333333,13,3,"[5, 4, 4]"
8d9dd2ff617808fdf5326626d2510790e3b4046c50857fb17090ddf38d3698ff,533,no preferences,3.666666667,11,3,"[4, 4, 3]"
dcc81e7bc16bd38f1fb3d909067c0c34fd6831bae4b46b448bc3531f554f92b6,932,no preferences,3.333333333,10,3,"[2, 3, 5]"
8d9dd2ff617808fdf5326626d2510790e3b4046c50857fb17090ddf38d3698ff,49,no preferences,2,6,3,"[3, 1, 2]"
de2b3dfd7cc8ae19f5f5e41dde123c5d1b5a623876873cab6e17956777566134,547,no preferences,3,9,3,"[3, 3, 3]"
a0d1aeccd77d591fa18c68a5aab4ab1cf3305da397badd9a80a108bdecd1acbf,798,no preferences,3,9,3,"[3, 3, 3]"
de2b3dfd7cc8ae19f5f5e41dde123c5d1b5a623876873cab6e17956777566134,324,no preferences,4,12,3,"[4, 4, 4]"
de2b3dfd7cc8ae19f5f5e41dde123c5d1b5a623876873cab6e17956777566134,528,no preferences,4,12,3,"[4, 4, 4]"
de2b3dfd7cc8ae19f5f5e41dde123c5d1b5a623876873cab6e17956777566134,885,no preferences,4.666666667,14,3,"[4, 5, 5]"
de2b3dfd7cc8ae19f5f5e41dde123c5d1b5a623876873cab6e17956777566134,341,no preferences,4.666666667,14,3,"[5, 5, 4]"
a0d1aeccd77d591fa18c68a5aab4ab1cf3305da397badd9a80a108bdecd1acbf,543,no preferences,5,15,3,"[5, 5, 5]"
a0d1aeccd77d591fa18c68a5aab4ab1cf3305da397badd9a80a108bdecd1acbf,51,no preferences,5,15,3,"[5, 5, 5]"
a0d1aeccd77d591fa18c68a5aab4ab1cf3305da397badd9a80a108bdecd1acbf,82,no preferences,5,15,3,"[5, 5, 5]"
a0d1aeccd77d591fa18c68a5aab4ab1cf3305da397badd9a80a108bdecd1acbf,126,no preferences,5,15,3,"[5, 5, 5]"
a0d1aeccd77d591fa18c68a5aab4ab1cf3305da397badd9a80a108bdecd1acbf,870,no preferences,4.666666667,14,3,"[5, 4, 5]"
a0d1aeccd77d591fa18c68a5aab4ab1cf3305da397badd9a80a108bdecd1acbf,428,no preferences,4.666666667,14,3,"[5, 4, 5]"
a0d1aeccd77d591fa18c68a5aab4ab1cf3305da397badd9a80a108bdecd1acbf,901,no preferences,3.333333333,10,3,"[3, 3, 4]"
de2b3dfd7cc8ae19f5f5e41dde123c5d1b5a623876873cab6e17956777566134,723,no preferences,3.666666667,11,3,"[3, 3, 5]"
de2b3dfd7cc8ae19f5f5e41dde123c5d1b5a623876873cab6e17956777566134,870,no preferences,4.333333333,13,3,"[4, 5, 4]"
de2b3dfd7cc8ae19f5f5e41dde123c5d1b5a623876873cab6e17956777566134,196,no preferences,4.666666667,14,3,"[5, 4, 5]"
6d1f96cbddcf15db8f6c245bb86a8d0fcbe190eb8c1fb84f1b778fa7a6eb1b0d,479,no preferences,4.333333333,13,3,"[5, 4, 4]"
6d1f96cbddcf15db8f6c245bb86a8d0fcbe190eb8c1fb84f1b778fa7a6eb1b0d,259,no preferences,2.333333333,7,3,"[3, 2, 2]"
3b7086b600763a0aa448429d6180cd42dae78867173e49b4dd92f8e87b124b58,267,no preferences,3.333333333,10,3,"[4, 3, 3]"
6d1f96cbddcf15db8f6c245bb86a8d0fcbe190eb8c1fb84f1b778fa7a6eb1b0d,675,no preferences,5,15,3,"[5, 5, 5]"
6d1f96cbddcf15db8f6c245bb86a8d0fcbe190eb8c1fb84f1b778fa7a6eb1b0d,593,no preferences,5,15,3,"[5, 5, 5]"
3b7086b600763a0aa448429d6180cd42dae78867173e49b4dd92f8e87b124b58,377,no preferences,4,12,3,"[4, 4, 4]"
6d1f96cbddcf15db8f6c245bb86a8d0fcbe190eb8c1fb84f1b778fa7a6eb1b0d,576,no preferences,1.666666667,5,3,"[2, 2, 1]"
3b7086b600763a0aa448429d6180cd42dae78867173e49b4dd92f8e87b124b58,191,no preferences,2.333333333,7,3,"[3, 2, 2]"
3b7086b600763a0aa448429d6180cd42dae78867173e49b4dd92f8e87b124b58,175,no preferences,2,6,3,"[2, 2, 2]"
3b7086b600763a0aa448429d6180cd42dae78867173e49b4dd92f8e87b124b58,715,no preferences,2,6,3,"[2, 2, 2]"
3b7086b600763a0aa448429d6180cd42dae78867173e49b4dd92f8e87b124b58,200,no preferences,1.333333333,4,3,"[1, 2, 1]"
6d1f96cbddcf15db8f6c245bb86a8d0fcbe190eb8c1fb84f1b778fa7a6eb1b0d,631,no preferences,1,3,3,"[1, 1, 1]"
6d1f96cbddcf15db8f6c245bb86a8d0fcbe190eb8c1fb84f1b778fa7a6eb1b0d,47,no preferences,4.666666667,14,3,"[5, 5, 4]"
3b7086b600763a0aa448429d6180cd42dae78867173e49b4dd92f8e87b124b58,997,no preferences,3.666666667,11,3,"[5, 1, 5]"
3b7086b600763a0aa448429d6180cd42dae78867173e49b4dd92f8e87b124b58,580,no preferences,2.333333333,7,3,"[3, 2, 2]"
6d1f96cbddcf15db8f6c245bb86a8d0fcbe190eb8c1fb84f1b778fa7a6eb1b0d,385,no preferences,2,6,3,"[1, 4, 1]"
9d859582cc3cc8df6ec2215bfe6cf8f6a605eff7660d1874264897c6627aacb2,497,no preferences,3.666666667,11,3,"[3, 4, 4]"
303b465c14502e687644242ab7103a6352ddc2357d82fc2ba648f7069eb373f7,521,no preferences,5,15,3,"[5, 5, 5]"
9d859582cc3cc8df6ec2215bfe6cf8f6a605eff7660d1874264897c6627aacb2,593,no preferences,4.666666667,14,3,"[4, 5, 5]"
303b465c14502e687644242ab7103a6352ddc2357d82fc2ba648f7069eb373f7,597,no preferences,4,12,3,"[4, 4, 4]"
9d859582cc3cc8df6ec2215bfe6cf8f6a605eff7660d1874264897c6627aacb2,987,no preferences,3.333333333,10,3,"[3, 3, 4]"
9d859582cc3cc8df6ec2215bfe6cf8f6a605eff7660d1874264897c6627aacb2,671,no preferences,4,12,3,"[4, 4, 4]"
9d859582cc3cc8df6ec2215bfe6cf8f6a605eff7660d1874264897c6627aacb2,514,no preferences,5,15,3,"[5, 5, 5]"
9d859582cc3cc8df6ec2215bfe6cf8f6a605eff7660d1874264897c6627aacb2,907,no preferences,4,12,3,"[4, 4, 4]"
9d859582cc3cc8df6ec2215bfe6cf8f6a605eff7660d1874264897c6627aacb2,620,no preferences,5,15,3,"[5, 5, 5]"
9d859582cc3cc8df6ec2215bfe6cf8f6a605eff7660d1874264897c6627aacb2,202,no preferences,5,15,3,"[5, 5, 5]"
303b465c14502e687644242ab7103a6352ddc2357d82fc2ba648f7069eb373f7,141,no preferences,4,12,3,"[4, 4, 4]"
303b465c14502e687644242ab7103a6352ddc2357d82fc2ba648f7069eb373f7,875,no preferences,4.666666667,14,3,"[5, 5, 4]"
303b465c14502e687644242ab7103a6352ddc2357d82fc2ba648f7069eb373f7,612,no preferences,3.666666667,11,3,"[4, 4, 3]"
303b465c14502e687644242ab7103a6352ddc2357d82fc2ba648f7069eb373f7,543,no preferences,4.333333333,13,3,"[4, 5, 4]"
303b465c14502e687644242ab7103a6352ddc2357d82fc2ba648f7069eb373f7,45,no preferences,4.666666667,14,3,"[5, 5, 4]"
303b465c14502e687644242ab7103a6352ddc2357d82fc2ba648f7069eb373f7,481,no preferences,4.333333333,13,3,"[4, 5, 4]"
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,50,no preferences,3.666666667,11,3,"[4, 3, 4]"
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,780,no preferences,4,12,3,"[4, 4, 4]"
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,114,no preferences,2,6,3,"[2, 2, 2]"
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,778,no preferences,4,12,3,"[4, 4, 4]"
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,109,no preferences,2,6,3,"[2, 2, 2]"
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,819,no preferences,3,9,3,"[3, 3, 3]"
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,959,no preferences,3.333333333,10,3,"[3, 4, 3]"
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,817,no preferences,4,12,3,"[5, 4, 3]"
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,724,no preferences,5,15,3,"[5, 5, 5]"
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,45,no preferences,5,15,3,"[5, 5, 5]"
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,107,no preferences,4.666666667,14,3,"[5, 4, 5]"
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,431,no preferences,4.333333333,13,3,"[5, 4, 4]"
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,174,no preferences,3.666666667,11,3,"[4, 3, 4]"
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,594,no preferences,3.666666667,11,3,"[3, 3, 5]"
25e3ef82a4142c4a0584d5a096c06fa4de5485bdf7dea922fa7c85c55d7eea77,267,no preferences,4,12,3,"[4, 4, 4]"
b4c8e354b40d6de83aa505382db211766736ab3de0f7545b959b0241c2fe0e1d,477,no preferences,4,12,3,"[5, 4, 3]"
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,67,no preferences,4,12,3,"[4, 4, 4]"
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,565,no preferences,4.666666667,14,3,"[5, 4, 5]"
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,411,no preferences,5,15,3,"[5, 5, 5]"
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,208,no preferences,3,9,3,"[3, 3, 3]"
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,92,no preferences,4,12,3,"[4, 4, 4]"
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,674,no preferences,2.333333333,7,3,"[2, 3, 2]"
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,355,no preferences,2.333333333,7,3,"[2, 3, 2]"
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,697,no preferences,5,15,3,"[5, 5, 5]"
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,528,no preferences,2,6,3,"[1, 3, 2]"
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,916,no preferences,3.333333333,10,3,"[5, 2, 3]"
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,429,no preferences,4.333333333,13,3,"[4, 5, 4]"
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,514,no preferences,4.333333333,13,3,"[3, 5, 5]"
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,548,no preferences,3.333333333,10,3,"[2, 4, 4]"
859291a42ab7257b3157918953c66482d77ff3079be45223cc00e04495cf5fe5,837,no preferences,4,12,3,"[4, 3, 5]"
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,617,no preferences,4,12,3,"[5, 3, 4]"
92787bf83b664141a6a22542cd5ff07d27f0e49283601abe299cd35c1f9c9b54,40,no preferences,2,6,3,"[1, 3, 2]"
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,381,no preferences,3,9,3,"[3, 3, 3]"
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,935,no preferences,2.666666667,8,3,"[3, 2, 3]"
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,920,no preferences,4.333333333,13,3,"[5, 4, 4]"
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,968,no preferences,2,6,3,"[2, 2, 2]"
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,146,no preferences,5,15,3,"[5, 5, 5]"
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,958,no preferences,2,6,3,"[2, 2, 2]"
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,618,no preferences,5,15,3,"[5, 5, 5]"
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,394,no preferences,3.333333333,10,3,"[3, 3, 4]"
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,986,no preferences,2.666666667,8,3,"[3, 2, 3]"
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,50,no preferences,2,6,3,"[2, 3, 1]"
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,796,no preferences,4.333333333,13,3,"[5, 4, 4]"
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,178,no preferences,3.666666667,11,3,"[4, 4, 3]"
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,268,no preferences,3.666666667,11,3,"[5, 1, 5]"
34dcb3eb32ce1a39c7e3dffca085858c53d6b6c711a16161223cb359e469ff18,564,no preferences,2.333333333,7,3,"[4, 2, 1]"
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,25,no preferences,2.333333333,7,3,"[2, 3, 2]"
e0d035e6f2240c08e2c305fa4abdb4e27036ae1fe527afe82b9aa054b7c1cd62,291,no preferences,2.666666667,8,3,"[3, 3, 2]"
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,793,no preferences,2,6,3,"[2, 2, 2]"
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,180,no preferences,2,6,3,"[2, 2, 2]"
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,775,no preferences,2.333333333,7,3,"[2, 2, 3]"
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,958,no preferences,1.333333333,4,3,"[1, 2, 1]"
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,621,no preferences,3.666666667,11,3,"[3, 4, 4]"
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,381,no preferences,3,9,3,"[3, 3, 3]"
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,88,no preferences,4,12,3,"[4, 4, 4]"
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,798,no preferences,3.666666667,11,3,"[5, 1, 5]"
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,176,no preferences,4,12,3,"[3, 5, 4]"
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,961,no preferences,4,12,3,"[3, 4, 5]"
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,812,no preferences,3.333333333,10,3,"[4, 4, 2]"
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,832,no preferences,4,12,3,"[5, 4, 3]"
7e8631a473bd8768df70a30facfdf2310a8f7b971362540a6c2fd06df976cb9a,339,no preferences,4,12,3,"[5, 3, 4]"
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,105,no preferences,4.666666667,14,3,"[4, 5, 5]"
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,858,no preferences,4,12,3,"[3, 4, 5]"
02e6756d56cbc14891effcfa01c4560e77a8a9c2a37ee415c4a504d406d52e0a,184,no preferences,3.333333333,10,3,"[3, 4, 3]"
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,556,no preferences,4.333333333,13,3,"[4, 4, 5]"
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,308,no preferences,2,6,3,"[2, 2, 2]"
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,85,no preferences,2.666666667,8,3,"[2, 3, 3]"
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,528,no preferences,4,12,3,"[4, 4, 4]"
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,119,no preferences,5,15,3,"[5, 5, 5]"
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,610,no preferences,3.333333333,10,3,"[3, 3, 4]"
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,558,no preferences,5,15,3,"[5, 5, 5]"
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,446,no preferences,4.333333333,13,3,"[5, 4, 4]"
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,686,no preferences,2,6,3,"[2, 2, 2]"
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,49,no preferences,4.666666667,14,3,"[4, 5, 5]"
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,712,no preferences,4.666666667,14,3,"[4, 5, 5]"
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,40,no preferences,4.666666667,14,3,"[5, 4, 5]"
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,531,no preferences,3.666666667,11,3,"[3, 5, 3]"
52b32c67333b30f798d1e0baaebb9de6189779f33c036807c9f4727c186bd0ce,769,no preferences,4,12,3,"[5, 3, 4]"
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,248,no preferences,4.333333333,13,3,"[5, 3, 5]"
1bfb24a943c4e644cfee282b79975e58598e981333c8943035a2d785c661ed14,830,no preferences,3.333333333,10,3,"[4, 4, 2]"
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,552,no preferences,4.333333333,13,3,"[5, 4, 4]"
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,2,no preferences,5,15,3,"[5, 5, 5]"
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,80,no preferences,4,12,3,"[4, 4, 4]"
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,152,no preferences,5,15,3,"[5, 5, 5]"
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,548,no preferences,4,12,3,"[4, 4, 4]"
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,470,no preferences,3.666666667,11,3,"[4, 3, 4]"
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,79,no preferences,4,12,3,"[4, 4, 4]"
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,926,no preferences,4,12,3,"[4, 4, 4]"
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,672,no preferences,4.666666667,14,3,"[5, 5, 4]"
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,268,no preferences,4.333333333,13,3,"[4, 4, 5]"
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,553,no preferences,4.333333333,13,3,"[5, 4, 4]"
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,39,no preferences,5,15,3,"[5, 5, 5]"
cfb331683c20defb9b150ce6042446e1b3231aa58287601b0f434b47fa1d17aa,543,no preferences,4.666666667,14,3,"[5, 4, 5]"
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,412,no preferences,5,15,3,"[5, 5, 5]"
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,423,no preferences,3.333333333,10,3,"[3, 4, 3]"
ad890f018dd11de4edc136ecab8a3ccf7cc12a601a09c20d784299d7aea7d913,259,no preferences,2.666666667,8,3,"[3, 3, 2]"
9797db02154ec0babcb7968e5307d28ab2006b2b9fe7239d42564f9123b42e00,411,no preferences,3,9,3,"[3, 3, 3]"
55756c1d0f5298d4b9c30d8b419e121632068675cefbc78ae79e19a6ccdcc6b3,8,no preferences,2,6,3,"[2, 2, 2]"
55756c1d0f5298d4b9c30d8b419e121632068675cefbc78ae79e19a6ccdcc6b3,467,no preferences,2,6,3,"[2, 2, 2]"
9797db02154ec0babcb7968e5307d28ab2006b2b9fe7239d42564f9123b42e00,260,no preferences,2,6,3,"[2, 2, 2]"
9797db02154ec0babcb7968e5307d28ab2006b2b9fe7239d42564f9123b42e00,377,no preferences,4.333333333,13,3,"[4, 4, 5]"
55756c1d0f5298d4b9c30d8b419e121632068675cefbc78ae79e19a6ccdcc6b3,744,no preferences,5,15,3,"[5, 5, 5]"
